"No.","Time","Source","Destination","Protocol","Length","Info"
"16066","40.415825","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 16058#1] 57140  >  443 [ACK] Seq=2937 Ack=2157896 Win=135168 Len=0 SLE=2160776 SRE=2173736"
"16067","40.415835","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 16058#2] 57140  >  443 [ACK] Seq=2937 Ack=2157896 Win=135168 Len=0 SLE=2160776 SRE=2175176"
"16068","40.415845","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 16058#3] 57140  >  443 [ACK] Seq=2937 Ack=2157896 Win=135168 Len=0 SLE=2160776 SRE=2176616"
"16069","40.415856","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 16055#3] 57139  >  443 [ACK] Seq=3759 Ack=3418275 Win=273408 Len=0 SLE=3419715 SRE=3425475"
"16070","40.415866","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 16055#4] 57139  >  443 [ACK] Seq=3759 Ack=3418275 Win=273408 Len=0 SLE=3419715 SRE=3426915"
"16071","40.416203","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16072","40.416225","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 16055#5] 57139  >  443 [ACK] Seq=3759 Ack=3418275 Win=273408 Len=0 SLE=3419715 SRE=3428355"
"16073","40.417306","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16074","40.417328","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 16055#6] 57139  >  443 [ACK] Seq=3759 Ack=3418275 Win=273408 Len=0 SLE=3419715 SRE=3429795"
"16075","40.417748","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16076","40.417766","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 16055#7] 57139  >  443 [ACK] Seq=3759 Ack=3418275 Win=273408 Len=0 SLE=3419715 SRE=3431235"
"16077","40.418178","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16078","40.418194","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 16055#8] 57139  >  443 [ACK] Seq=3759 Ack=3418275 Win=273408 Len=0 SLE=3419715 SRE=3432675"
"16079","40.420061","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16080","40.420146","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 16055#9] 57139  >  443 [ACK] Seq=3759 Ack=3418275 Win=273408 Len=0 SLE=3419715 SRE=3434115"
"16081","40.423153","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","443  >  57139 [ACK] Seq=3434115 Ack=3759 Win=1049600 Len=1440 [TCP segment of a reassembled PDU]"
"16082","40.423154","IntelCor_0b:4e:33","Broadcast","ARP","60","Who has 172.16.240.152? Tell 0.0.0.0"
"16083","40.423154","172.16.240.152","239.255.255.250","IGMPv2","60","Membership Report group 239.255.255.250"
"16084","40.423155","172.16.240.152","224.0.0.252","IGMPv2","60","Membership Report group 224.0.0.252"
"16085","40.423155","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","443  >  57139 [ACK] Seq=3435555 Ack=3759 Win=1049600 Len=1440 [TCP segment of a reassembled PDU]"
"16086","40.423155","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","443  >  57139 [ACK] Seq=3436995 Ack=3759 Win=1049600 Len=1440 [TCP segment of a reassembled PDU]"
"16087","40.423158","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16088","40.423161","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16089","40.423219","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 16055#10] 57139  >  443 [ACK] Seq=3759 Ack=3418275 Win=273408 Len=0 SLE=3419715 SRE=3435555"
"16090","40.423245","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 16055#11] 57139  >  443 [ACK] Seq=3759 Ack=3418275 Win=273408 Len=0 SLE=3419715 SRE=3436995"
"16091","40.423258","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 16055#12] 57139  >  443 [ACK] Seq=3759 Ack=3418275 Win=273408 Len=0 SLE=3419715 SRE=3438435"
"16092","40.423272","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 16058#4] 57140  >  443 [ACK] Seq=2937 Ack=2157896 Win=135168 Len=0 SLE=2160776 SRE=2178056"
"16093","40.423283","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 16058#5] 57140  >  443 [ACK] Seq=2937 Ack=2157896 Win=135168 Len=0 SLE=2160776 SRE=2179496"
"16094","40.424578","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Fast Retransmission] , Ignored Unknown Record"
"16095","40.424633","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57140  >  443 [ACK] Seq=2937 Ack=2159336 Win=135168 Len=0 SLE=2160776 SRE=2179496"
"16096","40.425635","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Fast Retransmission] , Ignored Unknown Record"
"16097","40.425690","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","74","57139  >  443 [ACK] Seq=3759 Ack=3438435 Win=273408 Len=0"
"16098","40.426499","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Out-Of-Order] 443  >  57140 [ACK] Seq=2159336 Ack=2937 Win=1049600 Len=1440"
"16099","40.426574","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","74","57140  >  443 [ACK] Seq=2937 Ack=2179496 Win=135168 Len=0"
"16100","40.427314","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16101","40.433015","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16102","40.433066","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","74","57140  >  443 [ACK] Seq=2937 Ack=2182376 Win=135168 Len=0"
"16103","40.433535","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16104","40.435527","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Previous segment not captured] 443  >  57139 [ACK] Seq=3442755 Ack=3759 Win=1049600 Len=1440 [TCP segment of a reassembled PDU]"
"16105","40.435567","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 16097#1] 57139  >  443 [ACK] Seq=3759 Ack=3438435 Win=273408 Len=0 SLE=3442755 SRE=3444195"
"16106","40.438240","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Previous segment not captured] , Ignored Unknown Record"
"16107","40.438241","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Previous segment not captured] , Ignored Unknown Record"
"16108","40.438242","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16109","40.438293","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57140  >  443 [ACK] Seq=2937 Ack=2183816 Win=135168 Len=0 SLE=2185256 SRE=2186696"
"16110","40.438320","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 16109#1] 57140  >  443 [ACK] Seq=2937 Ack=2183816 Win=135168 Len=0 SLE=2191016 SRE=2192456 SLE=2185256 SRE=2186696"
"16111","40.438333","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 16109#2] 57140  >  443 [ACK] Seq=2937 Ack=2183816 Win=135168 Len=0 SLE=2191016 SRE=2193896 SLE=2185256 SRE=2186696"
"16112","40.442593","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16113","40.442633","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 16109#3] 57140  >  443 [ACK] Seq=2937 Ack=2183816 Win=135168 Len=0 SLE=2191016 SRE=2195336 SLE=2185256 SRE=2186696"
"16114","40.442897","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16115","40.442925","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 16109#4] 57140  >  443 [ACK] Seq=2937 Ack=2183816 Win=135168 Len=0 SLE=2191016 SRE=2196776 SLE=2185256 SRE=2186696"
"16116","40.447739","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16117","40.447740","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Previous segment not captured] 443  >  57139 [ACK] Seq=3452835 Ack=3759 Win=1049600 Len=1440 [TCP segment of a reassembled PDU], Ignored Unknown Record"
"16118","40.447745","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16119","40.447746","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","443  >  57139 [ACK] Seq=3455715 Ack=3759 Win=1049600 Len=1440"
"16120","40.447791","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 16109#5] 57140  >  443 [ACK] Seq=2937 Ack=2183816 Win=135168 Len=0 SLE=2191016 SRE=2198216 SLE=2185256 SRE=2186696"
"16121","40.447822","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 16097#2] 57139  >  443 [ACK] Seq=3759 Ack=3438435 Win=273408 Len=0 SLE=3452835 SRE=3454275 SLE=3442755 SRE=3444195"
"16122","40.447838","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 16097#3] 57139  >  443 [ACK] Seq=3759 Ack=3438435 Win=273408 Len=0 SLE=3452835 SRE=3455715 SLE=3442755 SRE=3444195"
"16123","40.447853","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 16097#4] 57139  >  443 [ACK] Seq=3759 Ack=3438435 Win=273408 Len=0 SLE=3452835 SRE=3457155 SLE=3442755 SRE=3444195"
"16124","40.452067","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16125","40.452103","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 16097#5] 57139  >  443 [ACK] Seq=3759 Ack=3438435 Win=273408 Len=0 SLE=3452835 SRE=3458595 SLE=3442755 SRE=3444195"
"16126","40.453616","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16127","40.453712","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 16097#6] 57139  >  443 [ACK] Seq=3759 Ack=3438435 Win=273408 Len=0 SLE=3452835 SRE=3460035 SLE=3442755 SRE=3444195"
"16128","40.455695","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Fast Retransmission] , Ignored Unknown Record"
"16129","40.455697","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Fast Retransmission] 443  >  57139 [ACK] Seq=3438435 Ack=3759 Win=1049600 Len=1440 [TCP segment of a reassembled PDU]"
"16130","40.455758","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57140  >  443 [ACK] Seq=2937 Ack=2186696 Win=135168 Len=0 SLE=2191016 SRE=2198216"
"16131","40.455796","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","57139  >  443 [ACK] Seq=3759 Ack=3439875 Win=273408 Len=0 SLE=3452835 SRE=3460035 SLE=3442755 SRE=3444195"
"16132","40.456140","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Retransmission] 443  >  57140 [ACK] Seq=2186696 Ack=2937 Win=1049600 Len=1440"
"16133","40.456174","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57140  >  443 [ACK] Seq=2937 Ack=2188136 Win=135168 Len=0 SLE=2191016 SRE=2198216"
"16134","40.457507","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Out-Of-Order] 443  >  57139 [ACK] Seq=3439875 Ack=3759 Win=1049600 Len=1440 [TCP segment of a reassembled PDU]"
"16135","40.457508","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Retransmission] 443  >  57140 [ACK] Seq=2188136 Ack=2937 Win=1049600 Len=1440"
"16136","40.457555","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","57139  >  443 [ACK] Seq=3759 Ack=3441315 Win=273408 Len=0 SLE=3452835 SRE=3460035 SLE=3442755 SRE=3444195"
"16137","40.457596","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57140  >  443 [ACK] Seq=2937 Ack=2189576 Win=135168 Len=0 SLE=2191016 SRE=2198216"
"16138","40.459282","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Out-Of-Order] 443  >  57139 [ACK] Seq=3441315 Ack=3759 Win=1049600 Len=1440 [TCP segment of a reassembled PDU]"
"16139","40.459333","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57139  >  443 [ACK] Seq=3759 Ack=3444195 Win=273408 Len=0 SLE=3452835 SRE=3460035"
"16140","40.461106","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Retransmission] 443  >  57140 [ACK] Seq=2189576 Ack=2937 Win=1049600 Len=1440"
"16141","40.461107","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Retransmission] 443  >  57139 [ACK] Seq=3444195 Ack=3759 Win=1049600 Len=1440"
"16142","40.461170","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","74","57140  >  443 [ACK] Seq=2937 Ack=2198216 Win=135168 Len=0"
"16143","40.461208","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57139  >  443 [ACK] Seq=3759 Ack=3445635 Win=273408 Len=0 SLE=3452835 SRE=3460035"
"16144","40.461595","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16145","40.461638","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","74","57140  >  443 [ACK] Seq=2937 Ack=2199656 Win=135168 Len=0"
"16146","40.462262","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Retransmission] 443  >  57139 [ACK] Seq=3445635 Ack=3759 Win=1049600 Len=1440"
"16147","40.462301","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57139  >  443 [ACK] Seq=3759 Ack=3447075 Win=273408 Len=0 SLE=3452835 SRE=3460035"
"16148","40.465036","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16149","40.465037","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16150","40.465038","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Retransmission] 443  >  57139 [ACK] Seq=3447075 Ack=3759 Win=1049600 Len=1440"
"16151","40.465043","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Retransmission] 443  >  57139 [ACK] Seq=3448515 Ack=3759 Win=1049600 Len=1440"
"16152","40.465044","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Retransmission] 443  >  57139 [ACK] Seq=3449955 Ack=3759 Win=1049600 Len=1440"
"16153","40.465121","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57139  >  443 [ACK] Seq=3759 Ack=3448515 Win=273408 Len=0 SLE=3452835 SRE=3460035"
"16154","40.465154","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57139  >  443 [ACK] Seq=3759 Ack=3449955 Win=273408 Len=0 SLE=3452835 SRE=3460035"
"16155","40.465171","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57139  >  443 [ACK] Seq=3759 Ack=3451395 Win=273408 Len=0 SLE=3452835 SRE=3460035"
"16156","40.465182","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","74","57140  >  443 [ACK] Seq=2937 Ack=2202536 Win=135168 Len=0"
"16157","40.469127","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Retransmission] 443  >  57139 [ACK] Seq=3451395 Ack=3759 Win=1049600 Len=1440"
"16158","40.469128","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16159","40.469201","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","74","57139  >  443 [ACK] Seq=3759 Ack=3460035 Win=273408 Len=0"
"16160","40.472595","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16161","40.472596","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16162","40.472656","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","74","57139  >  443 [ACK] Seq=3759 Ack=3464355 Win=273408 Len=0"
"16163","40.474360","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16164","40.474361","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16165","40.474431","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","74","57140  >  443 [ACK] Seq=2937 Ack=2205416 Win=135168 Len=0"
"16166","40.484029","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16167","40.484032","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16168","40.484033","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Previous segment not captured] , Ignored Unknown Record"
"16169","40.484369","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57140  >  443 [ACK] Seq=2937 Ack=2208296 Win=135168 Len=0 SLE=2209736 SRE=2211176"
"16170","40.488017","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16171","40.488018","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16172","40.488069","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","74","57139  >  443 [ACK] Seq=3759 Ack=3467235 Win=273408 Len=0"
"16173","40.491609","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Previous segment not captured] , Ignored Unknown Record"
"16174","40.491610","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16175","40.491651","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 16169#1] 57140  >  443 [ACK] Seq=2937 Ack=2208296 Win=135168 Len=0 SLE=2216936 SRE=2218376 SLE=2209736 SRE=2211176"
"16176","40.491680","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 16169#2] 57140  >  443 [ACK] Seq=2937 Ack=2208296 Win=135168 Len=0 SLE=2216936 SRE=2219816 SLE=2209736 SRE=2211176"
"16177","40.507108","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Previous segment not captured] , Ignored Unknown Record"
"16178","40.507109","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16179","40.507110","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16180","40.507112","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Previous segment not captured] , Ignored Unknown Record"
"16181","40.507172","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 16172#1] 57139  >  443 [ACK] Seq=3759 Ack=3467235 Win=273408 Len=0 SLE=3472995 SRE=3474435"
"16182","40.507209","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 16169#3] 57140  >  443 [ACK] Seq=2937 Ack=2208296 Win=135168 Len=0 SLE=2216936 SRE=2221256 SLE=2209736 SRE=2211176"
"16183","40.507225","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 16169#4] 57140  >  443 [ACK] Seq=2937 Ack=2208296 Win=135168 Len=0 SLE=2216936 SRE=2222696 SLE=2209736 SRE=2211176"
"16184","40.507238","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 16172#2] 57139  >  443 [ACK] Seq=3759 Ack=3467235 Win=273408 Len=0 SLE=3475875 SRE=3477315 SLE=3472995 SRE=3474435"
"16185","40.511036","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"16186","40.511037","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","443  >  57140 [ACK] Seq=2222696 Ack=2937 Win=1049600 Len=1440 [TCP segment of a reassembled PDU]"
"16187","40.511038","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","443  >  57140 [ACK] Seq=2224136 Ack=2937 Win=1049600 Len=1440 [TCP segment of a reassembled PDU]"
"16188","40.511086","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 16172#3] 57139  >  443 [ACK] Seq=3759 Ack=3467235 Win=273408 Len=0 SLE=3475875 SRE=3478755 SLE=3472995 SRE=3474435"
"16189","40.511116","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 16169#5] 57140  >  443 [ACK] Seq=2937 Ack=2208296 Win=135168 Len=0 SLE=2216936 SRE=2224136 SLE=2209736 SRE=2211176"
"16190","40.511129","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 16169#6] 57140  >  443 [ACK] Seq=2937 Ack=2208296 Win=135168 Len=0 SLE=2216936 SRE=2225576 SLE=2209736 SRE=2211176"
"16191","40.513567","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Previous segment not captured] 443  >  57140 [ACK] Seq=2228456 Ack=2937 Win=1049600 Len=1440 [TCP segment of a reassembled PDU]"
